8,"(1080.791, 856.785)","(1628.674, 1216.009)",0,True,19
15,"(1187.126, 998.819)","(1442.33, 1262.062)",1,True,17
24,"(1216.967, 1225.092)","(1419.213, 1188.908)",2,True,3
25,"(1259.939, 869.183)","(1394.954, 1392.021)",3,True,18
26,"(1565.302, 1026.566)","(1513.058, 1399.012)",4,True,15
27,"(1513.058, 1399.012)","(902.534, 1276.78)",5,True,6
30,"(1039.785, 980.269)","(1258.926, 854.622)",6,True,17
31,"(1094.26, 1130.993)","(1232.406, 1286.461)",7,True,8
35,"(1030.573, 1321.653)","(1377.185, 1014.475)",8,True,5
37,"(978.528, 1099.412)","(1542.534, 1326.66)",9,True,10
42,,,,False,
43,,,,False,
50,,,,False,
60,"(902.534, 1276.78)","(925.877, 1004.73)",2,True,16
63,,,,False,
65,,,,False,
70,,,,False,
74,,,,False,
75,"(1545.616, 1311.989)","(1080.791, 856.785)",7,True,11
79,,,,False,
82,,,,False,
83,,,,False,
85,,,,False,
87,,,,False,
89,,,,False,
101,"(1519.09, 894.854)","(1333.529, 1188.329)",5,True,24
101,,,,False,
111,"(911.113, 1066.388)","(1379.069, 1376.065)",1,True,14
111,"(1433.687, 1185.434)","(1346.472, 832.573)",4,True,8
113,"(1234.234, 999.973)","(1597.364, 1258.895)",6,True,4
115,"(1536.371, 1356.003)","(1400.808, 1106.08)",8,True,11
121,"(914.804, 1050.974)","(1213.632, 844.242)",9,True,17
121,,,,False,
124,,,,False,
126,"(964.09, 1095.472)","(1408.415, 1077.036)",0,True,17
128,,,,False,
130,"(1583.718, 1086.581)","(1517.249, 1160.54)",3,True,11
132,,,,False,
134,"(1332.852, 878.86)","(1602.72, 1145.662)",2,True,12
134,,,,False,
135,,,,False,
138,,,,False,
138,,,,False,
140,,,,False,
140,,,,False,
141,,,,False,
142,,,,False,
143,,,,False,
144,,,,False,
145,,,,False,
153,,,,False,
160,,,,False,
162,,,,False,
166,,,,False,
166,,,,False,
167,,,,False,
169,"(1545.616, 1311.989)","(1382.915, 1314.164)",6,True,2
169,,,,False,
170,,,,False,
170,,,,False,
171,,,,False,
171,,,,False,
176,"(1509.38, 1278.641)","(902.534, 1276.78)",3,True,7
177,"(1159.371, 1356.277)","(1400.808, 1106.08)",7,True,18
178,"(1231.171, 1359.698)","(1224.686, 1255.777)",8,True,10
179,,,,False,
182,,,,False,
184,"(1439.289, 1291.155)","(1195.848, 1158.715)",4,True,16
184,,,,False,
187,,,,False,
193,,,,False,
193,,,,False,
203,"(1496.274, 1272.416)","(1083.712, 987.144)",6,True,5
205,"(929.567, 989.316)","(861.651, 1213.396)",1,True,17
205,,,,False,
205,,,,False,
206,,,,False,
207,"(1569.906, 1041.57)","(1433.687, 1185.434)",9,True,11
207,,,,False,
208,,,,False,
210,"(1159.371, 1356.277)","(1067.502, 1260.263)",5,True,9
212,"(1584.149, 1136.417)","(969.37, 1215.733)",2,True,1
212,,,,False,
213,,,,False,
214,,,,False,
215,,,,False,
215,,,,False,
219,"(1390.438, 829.299)","(1021.844, 1111.232)",0,True,11
219,"(921.317, 1084.697)","(1390.86, 1013.399)",8,True,9
221,,,,False,
222,,,,False,
224,,,,False,
227,,,,False,
227,,,,False,
228,,,,False,
228,,,,False,
228,,,,False,
230,,,,False,
231,,,,False,
231,,,,False,
231,,,,False,
232,,,,False,
233,,,,False,
233,,,,False,
233,,,,False,
234,,,,False,
236,,,,False,
237,,,,False,
238,,,,False,
238,,,,False,
239,,,,False,
241,,,,False,
242,,,,False,
242,,,,False,
245,,,,False,
249,,,,False,
250,,,,False,
251,"(916.423, 1144.095)","(1584.149, 1136.417)",3,True,5
251,,,,False,
251,,,,False,
252,"(1462.634, 1178.487)","(1234.234, 999.973)",5,True,13
253,,,,False,
255,,,,False,
256,,,,False,
257,,,,False,
258,,,,False,
259,,,,False,
260,"(1252.595, 985.037)","(866.464, 1199.559)",4,True,13
262,,,,False,
263,"(925.877, 1004.73)","(1509.38, 1278.641)",9,True,14
263,,,,False,
266,"(1319.345, 1186.448)","(1405.505, 1028.501)",6,True,13
267,,,,False,
268,"(1080.791, 856.785)","(1408.415, 1077.036)",7,True,13
270,,,,False,
272,,,,False,
275,,,,False,
275,,,,False,
276,"(914.804, 1050.974)","(970.142, 1245.195)",1,True,4
277,,,,False,
277,,,,False,
277,,,,False,
279,"(1448.161, 1181.961)","(1065.234, 1123.073)",2,True,17
280,,,,False,
280,,,,False,
282,,,,False,
286,,,,False,
286,,,,False,
287,,,,False,
287,,,,False,
290,"(992.23, 865.147)","(1433.687, 1185.434)",8,True,13
290,,,,False,
291,,,,False,
291,,,,False,
292,,,,False,
297,,,,False,
297,,,,False,
297,,,,False,
299,,,,False,
299,,,,False,
300,,,,False,
301,,,,False,
302,,,,False,
303,,,,False,
304,,,,False,
306,,,,False,
307,"(1108.772, 1134.953)","(1433.687, 1185.434)",1,True,9
310,"(1123.285, 1138.914)","(1137.797, 1142.874)",0,True,2
311,,,,False,
312,,,,False,
313,,,,False,
313,,,,False,
317,,,,False,
319,,,,False,
319,,,,False,
323,"(1503.232, 851.267)","(1448.161, 1181.961)",0,True,17
327,"(1137.797, 1142.874)","(1292.527, 1006.055)",3,True,11
